07:35:40,82.07, 2895, 32, 0
07:35:45,48.41, 195, 31, 0
07:35:50,81.07, 2617, 32, 0
07:35:55,215.66, 2880, 36, 38
07:36:00,165.29, 2880, 36, 0
07:36:05,220.02, 2880, 41, 15
07:36:10,187.95, 2887, 37, 0
07:36:15,81.53, 2610, 36, 0
07:36:20,83.62, 2617, 36, 0
07:36:25,104.08, 2640, 36, 15
07:36:31,106.82, 2632, 36, 16
07:36:36,105.56, 2632, 37, 14
07:36:41,120.04, 2640, 43, 28
07:36:46,80.16, 2610, 36, 0
07:36:51,80.92, 2610, 36, 0
07:36:56,228.16, 2872, 42, 98
07:37:01,190.39, 2872, 42, 99
07:37:06,189.51, 2880, 43, 100
07:37:11,100.11, 2872, 39, 0
07:37:16,83.56, 2610, 39, 0
07:37:21,84.10, 2610, 39, 0
07:37:26,83.45, 2610, 38, 0
07:37:31,16.66, 180, 36, 0
07:37:36,285.32, 2332, 48, 97
07:37:41,83.85, 2610, 39, 0
07:37:46,83.65, 2610, 39, 0
07:37:51,83.57, 2610, 38, 0
07:37:56,61.35, 337, 37, 0
07:38:01,16.40, 180, 36, 0
07:38:06,15.41, 180, 36, 0
07:38:11,298.27, 1770, 44, 100
07:38:16,102.00, 2760, 39, 0
07:38:21,83.10, 2610, 38, 0
07:38:26,83.33, 2610, 38, 0
07:38:31,79.38, 1042, 37, 0
07:38:36,19.66, 180, 36, 0
07:38:41,15.06, 180, 36, 0
07:38:46,196.85, 2640, 44, 100
07:38:51,258.51, 1792, 45, 99
07:38:56,250.70, 1770, 47, 100
07:39:01,154.61, 2887, 42, 0
07:39:06,83.89, 2610, 41, 0
07:39:11,84.00, 2610, 40, 0
07:39:16,84.11, 2610, 40, 0
07:39:21,28.41, 180, 38, 0
07:39:26,15.34, 180, 37, 0
07:39:32,300.51, 1777, 46, 100
07:39:37,299.72, 1725, 47, 98
07:39:42,83.53, 2610, 40, 0
07:39:47,83.69, 2610, 40, 0
07:39:52,83.26, 2610, 39, 0
07:39:57,51.42, 270, 38, 0
07:40:02,14.94, 180, 37, 0
07:40:07,217.40, 2880, 42, 99
07:40:12,110.48, 2887, 40, 0
07:40:17,265.62, 2497, 46, 92
07:40:22,103.30, 2887, 41, 0
07:40:27,84.38, 2610, 40, 0
07:40:32,83.96, 2610, 40, 0
07:40:37,72.56, 1110, 39, 0
07:40:42,17.71, 180, 38, 0
07:40:47,59.38, 900, 46, 95
07:40:52,268.67, 2760, 46, 93
07:40:57,300.06, 1785, 48, 100
07:41:02,300.24, 2512, 48, 92
07:41:07,299.94, 2520, 49, 94
07:41:12,103.13, 2812, 44, 0
07:41:17,85.34, 2610, 42, 0
07:41:22,77.01, 405, 41, 0
07:41:27,17.92, 180, 40, 0
07:41:32,15.05, 180, 39, 0
07:41:37,17.17, 180, 38, 0
07:41:42,16.66, 180, 37, 0
07:41:47,14.91, 180, 37, 0
07:41:52,15.63, 180, 36, 0
07:41:57,15.13, 180, 36, 0
07:42:02,15.09, 180, 35, 0
07:42:07,15.00, 180, 35, 0
07:42:13,14.90, 180, 35, 0
07:42:18,15.62, 180, 34, 0
07:42:23,92.24, 2850, 37, 2
07:42:28,104.39, 2850, 37, 2
07:42:33,103.22, 2850, 37, 2
07:42:38,104.61, 2857, 37, 2
07:42:43,103.55, 2865, 38, 2
07:42:48,103.50, 2820, 38, 2
07:42:53,103.83, 2842, 38, 2
07:42:58,104.48, 2842, 38, 2
07:43:03,103.86, 2850, 38, 2
07:43:08,104.00, 2857, 38, 2
07:43:13,103.23, 2850, 38, 2
07:43:18,104.54, 2865, 38, 2
07:43:23,103.75, 2865, 38, 2
07:43:28,106.95, 2887, 39, 4
07:43:33,83.64, 2610, 38, 0
07:43:38,84.50, 2610, 38, 0
07:43:43,82.22, 2610, 38, 0
07:43:48,85.50, 2610, 37, 0
07:43:53,81.72, 2610, 37, 0
07:43:58,86.59, 2617, 37, 0
07:44:03,82.36, 2610, 37, 0
07:44:08,135.57, 2767, 40, 0
07:44:13,82.64, 2610, 38, 0
07:44:18,106.46, 2617, 42, 80
07:44:23,146.04, 2887, 40, 3
07:44:28,126.25, 2617, 39, 0
07:44:33,142.47, 2625, 40, 0
07:44:38,137.18, 2625, 41, 0
07:44:43,142.47, 2610, 41, 7
07:44:48,143.30, 2662, 40, 0
07:44:53,83.05, 2610, 39, 0
07:44:58,193.88, 2887, 41, 7
07:45:03,145.02, 2887, 41, 0
07:45:08,160.87, 2887, 43, 61
07:45:13,177.44, 2887, 43, 31
07:45:19,126.70, 2887, 41, 0
07:45:24,173.24, 2887, 42, 45
07:45:29,136.47, 2655, 42, 0
07:45:34,192.74, 2587, 44, 28
07:45:39,94.75, 2625, 41, 0
07:45:44,300.00, 1222, 47, 100
07:45:49,299.56, 1740, 48, 95
07:45:54,299.51, 1042, 47, 98
07:45:59,295.51, 1080, 47, 71
07:46:04,274.68, 2857, 51, 70
07:46:09,260.51, 2865, 51, 43
07:46:14,103.96, 2775, 45, 9
07:46:19,100.57, 2632, 44, 15
07:46:24,163.91, 2842, 46, 27
